id,slot_value,personality,ground_truth,FVN without Control,FVN
175,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . well , right nameVariable is near nearVariable kid friendly in riverside and a fast food restaurant and it is a pub , you know , you see ?","let 's see what we can find on nameVariable . well , it is a pub , also it is a fast food restaurant in riverside near nearVariable and rather kid friendly , you know , alright ?","let 's see , nameVariable ... oh , it is a pub , also it is a fast food restaurant and rather in riverside family friendly near nearVariable , you know , alright ?"
176,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is damn kid friendly , it 's in riverside and it is a fast food place near nearVariable . it is a pub .","nameVariable is a fast food place , also it is damn kid friendly . it is a pub . it is in riverside . it is near nearVariable .","moderately priced nameVariable is it is a fast food place , also it is a pub . it is near nearVariable . it 's in riverside . it 's a pub.. oh god come on ."
177,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well , i think that it is a fast food place in riverside near nearVariable . nameVariable is a pub and it is kid friendly .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant near nearVariable and kid friendly in riverside and it is a pub .","let 's see , nameVariable ... well , i see it is a fast food restaurant in riverside and family friendly near nearVariable and it is a pub ."
178,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , oh god i do n't know . i mean , nameVariable is a fast food place near nearVariable and kid friendly in riverside , and it is a pub .","oh god yeah , i do n't know . nameVariable is a pub , also it is a fast food place in riverside , also it is damn kid friendly near nearVariable .","oh god i do n't know . nameVariable is a pub , also it is a fast food place , also it is damn friendly kind of in riverside , also it is near nearVariable ."
179,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , it is in riverside near nearVariable and nameVariable is kid friendly and a fast food place , you know buddy !","nameVariable is a pub , it is a fast food place , it is near nearVariable and it is in riverside , you know and it is kid friendly !","nameVariable is a pub , it is in riverside , it is a fast food place and it is near nearVariable , also it is kid friendly , you know !"
180,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""average"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? right , yeah it is a coffee shop with a rather average rating , also it is near nearVariable , you see ?","let 's see what we can find on nameVariable . well , it is a of near nearVariable with an average rating , also it is a of near nearVariable , alright ?","let 's see what we can find on nameVariable . ok , it is a coffee shop with a quite average rating , also it is near nearVariable , you know , alright ?"
181,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""average"", ""near"": ""nearVariable""}",disagreeable,nameVariable is a coffee shop with an average rating . it is near nearVariable .,"oh god basically , i thought everybody knew that nameVariable is near nearVariable with an average rating . it is a coffee shop .","oh , i thought everybody knew that nameVariable is near nearVariable with a damn average rating . it is a coffee shop ."
182,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""average"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is sort of near nearVariable with an average rating and it is a coffee shop .","let 's see what we can find on nameVariable . well , i see it is a of near nearVariable with an average rating , also it is a coffee shop .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with an average rating and it is a coffee shop ."
183,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""average"", ""near"": ""nearVariable""}",unconscientiousness,err ... i am not sure . nameVariable is a coffee shop with a damn average rating and it is near nearVariable !,"oh gosh i do n't know . nameVariable is a coffee shop , also it has a damn average rating , and it is kind of near nearVariable .","oh gosh i do n't know . nameVariable is a of near nearVariable with a damn average rating , also it is a restaurant ."
184,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""average"", ""near"": ""nearVariable""}",extravert,"nameVariable has like , an average rating , friend , nameVariable is near nearVariable , you know and nameVariable is a coffee shop .","nameVariable is near nearVariable with an average rating , you know and it is a coffee shop pal !","nameVariable is near nearVariable , an average rating , you know and it is a coffee shop pal !"
185,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? it is somewhat in city centre expensive near nearVariable , a french restaurant and kid friendly with a decent rating . right , well , it is a pub , okay ?","you want to know more about nameVariable ? right , it is a french restaurant in city centre , nearVariable and rather family friendly near nearVariable with a decent rating , also it is a pub , you know , okay ?","let 's see , nameVariable ... oh , it is a french restaurant , nearVariable , expensive in city centre and family friendly with a rather decent rating , also it is a pub , you know , alright ?"
186,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that it 's near nearVariable , also nameVariable is damn expensive , also it 's a pub . it is kid friendly and it has a decent rating . nameVariable is a french restaurant . it is in city centre .","nameVariable is a french restaurant , also it is a . it is a city centre . it is a nearVariable . it is a , a decent rating . it is a pub . it is kid friendly .","basically , i thought everybody knew that nameVariable is a french place , also it is damn expensive . it is a nearVariable . it is a decent rating . it is a city centre . it is a friendly . it is a pub ."
187,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , it is a pub with a decent rating and nameVariable is kid friendly , a french restaurant near nearVariable in city centre and expensive .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in city centre near nearVariable , expensive and kid friendly with a decent rating and it is a pub .","you want to know more about nameVariable ? well , i see it is a french restaurant , city centre near nearVariable and family friendly with a decent rating , also it is a pub ."
188,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i do n't know . nameVariable is a french place near nearVariable , also nameVariable has like , a decent rating , it is in city centre and nameVariable is a pub , also it is expensive , also it 's family friendly .","oh god i do n't know . nameVariable is a french place in city centre , nearVariable , expensive and kid friendly , also it is a pub , also it has like , a decent rating .","oh god i do n't know . nameVariable is a pub , also it is a french place , also it is a french place , also it is a french place , city centre , also it is darn expensive near nearVariable ."
189,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is near nearVariable kid friendly in city centre and expensive . it is a pub pal , it has a decent rating and it is a french place , you know !","nameVariable is a french place , city centre near nearVariable and expensive friendly , it is a decent rating , it is expensive , it 's a pub , you know !","nameVariable is a decent rating , it is a french place , it is near nearVariable , it is a friendly and it 's a pub , also it is expensive in city centre , you know !"
