id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
225,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? ok , yeah , i am not sure , would you be ? it is near nearVariable with a really customerRatingVariable rating , also it is a coffee shop .","let you say nameVariable ? ok , ? nameVariable is a eatTypeVariable with a customerRatingVariable rating rating it it is is , , , , , ? ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable with a rather customerRatingVariable rating , also it is sort of near nearVariable ,"
226,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""near"": ""nearVariable""}",disagreeable,"i thought everybody knew that nameVariable is near nearVariable , also it has like , a damn customerRatingVariable rating . it is a coffee shop .","nameVariable is near nearVariable with a damn customerRatingVariable rating , it it is eatTypeVariable .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is near nearVariable ."
227,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , it is sort of near nearVariable with a customerRatingVariable rating , also it is a coffee shop .","let you say nameVariable ? well , , nameVariable is a eatTypeVariable with a customerRatingVariable rating rating it is a of near nearVariable .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable ."
228,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i do n't know ! nameVariable is near nearVariable , it has a customerRatingVariable rating and it is a coffee shop .","oh gosh i gosh i am not sure . nameVariable is a nearVariable with a customerRatingVariable a rating , it is is eatTypeVariable .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a eatTypeVariable , also it has like , a customerRatingVariable rating , and it is near nearVariable ."
229,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""near"": ""nearVariable""}",extravert,"err ... nameVariable is near nearVariable , also it has a customerRatingVariable rating , also it is a coffee shop , pal !","nameVariable is near nearVariable rating a customerRatingVariable rating , eatTypeVariable , , it is a eatTypeVariable , you","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a eatTypeVariable , you know , it has a customerRatingVariable rating and it is near"
230,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? well , right it is n't somewhat kid friendly and it 's moderately priced in areaVariable and an foodVariable restaurant near nearVariable , also it is a eatTypeVariable , alright ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
231,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that damn moderately priced nameVariable is this place is a eatTypeVariable , also nameVariable is in areaVariable , also it is near nearVariable . it is n't kid friendly.. it is an foodVariable place .","nameVariable is a foodVariable nameVariable , also nameVariable is it is is it it it it is it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is n't family friendly , also it 's damn moderately priced . it is near nearVariable . it is in city centre . it is an foodVariable place ."
232,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well , i think that it 's moderately priced near nearVariable and an foodVariable place in areaVariable . it is n't kid friendly . it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is it it , , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
233,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"i do n't know ! mmhm ... err ... nameVariable is n't family friendly , also it 's an foodVariable place near nearVariable and moderately priced in areaVariable , and it is a eatTypeVariable .","oh god i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
234,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is an foodVariable place near nearVariable , it is n't family friendly , also it 's a eatTypeVariable , also it is moderately priced , and it 's in areaVariable .","nameVariable is n't kid friendly , it it is , , , , , , it , , it , , it is , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
235,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , i suppose it is a eatTypeVariable with a price range of £20-25 , and it is somewhat family friendly and a foodVariable eatTypeVariable near nearVariable in areaVariable , okay ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
236,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in areaVariable with a price range of £20-25 . it is near nearVariable . nameVariable is damn family friendly and a foodVariable place . it is a eatTypeVariable . come on , i mean .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable , also it is damn friendly , also it 's damn moderately priced . it is near nearVariable . it is a foodVariable place ."
237,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... it seems that it is a foodVariable eatTypeVariable and near nearVariable kid friendly in areaVariable , nameVariable has a price range of £20-25 and nameVariable is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . well , i see it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
238,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"mmhm ... i am not sure . nameVariable has a price range of £20-25 , it is a eatTypeVariable and nameVariable is darn family friendly near nearVariable , also nameVariable is a foodVariable place kind of in areaVariable .","oh , i , i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
