id,slot_value,personality,ground_truth,FVN without Control,FVN
460,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , yeah it is n't family friendly and it 's somewhat moderately priced in riverside and a chinese place , also it is near nearVariable , also it is a restaurant , okay ?","you want to know more about nameVariable ? yeah , it is a chinese restaurant in riverside and nearVariable and moderately priced , also it is n't somewhat kid friendly , and it 's a pub , you see ?",
461,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in riverside , also it is n't family friendly . it is near nearVariable . it is a restaurant , also it 's damn moderately priced , also this place is a chinese place .","nameVariable is a chinese restaurant , also it is damn moderately priced . it is in riverside . it is near nearVariable . it is n't kid friendly . it is near nearVariable .",
462,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is moderately priced and a chinese place in riverside near nearVariable . it is a restaurant , also it is n't kid friendly .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in riverside and moderately priced near nearVariable and it is n't kid friendly , also it 's a pub .",
463,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . nameVariable is darn in riverside moderately priced near nearVariable , also it is a restaurant , also nameVariable is a chinese place , also it is n't family friendly .","oh god yeah , i do n't know . nameVariable is a chinese place in riverside and moderately priced near nearVariable , also it is n't kid friendly , and it is n't kid friendly .",
464,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , also it is n't kid friendly buddy , you know , and it 's moderately priced in riverside , also it is a chinese place near nearVariable .","nameVariable is a chinese place and moderately priced in riverside , it is n't kid friendly , it 's near nearVariable and it is a pub , you know !",
465,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""area"": ""riverside""}",agreeable,"let 's see , nameVariable ... it seems that it is kind of in riverside , also nameVariable is a coffee shop , friend , you see ?","let 's see what we can find on nameVariable . oh , it is in riverside , also it is a restaurant , you know , you see ?",
466,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""area"": ""riverside""}",disagreeable,oh god oh gosh nameVariable is kind of in riverside and it is a coffee shop .,"oh god basically , nameVariable is in riverside , also it is a restaurant .",
467,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""area"": ""riverside""}",conscientiousness,"let 's see , nameVariable ... it seems that it is sort of in riverside and it is a coffee shop .","let 's see what we can find on nameVariable . i see , well it is sort of in riverside and it is is a restaurant .",
468,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""area"": ""riverside""}",unconscientiousness,"i am not sure . nameVariable is kind of in riverside , also it is a coffee shop buddy !","oh god oh gosh i do n't know . nameVariable is a of in riverside , also it is a restaurant .",
469,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""area"": ""riverside""}",extravert,"nameVariable is a coffee shop friend , you know and nameVariable is in riverside !","nameVariable is in riverside , you know and it is a restaurant pal !",
470,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh nameVariable is an indian restaurant in riverside near nearVariable , quite expensive and family friendly with a rather mediocre rating , also nameVariable is a restaurant , you see ?","let 's see what we can find on nameVariable . well , it is a pub with a mediocre rating , also it is an indian restaurant , nearVariable , expensive in riverside and family friendly , you know , okay ?",
471,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable has a mediocre rating and it is an indian restaurant , also it is damn expensive . it is in riverside . it is kid friendly near nearVariable . it is a restaurant .","oh god i mean , i thought everybody knew that nameVariable is expensive with a mediocre rating . it is a indian restaurant . it is a riverside . it is a pub . it is expensive and it 's near nearVariable .",
472,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , nameVariable is a restaurant with a mediocre rating and it is an indian place , family friendly and in riverside expensive near nearVariable .","let 's see what we can find on nameVariable . well , i see it is a indian restaurant in riverside near nearVariable , expensive and kid friendly with a mediocre rating , also it is a pub .",
473,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . nameVariable is darn expensive , kid friendly and an indian place near nearVariable in riverside , it is a restaurant and it has a damn mediocre rating .","oh god i do n't know . nameVariable is a pub , also it is darn expensive , an indian place and in riverside expensive near nearVariable , also it has a mediocre rating , and it is darn kid friendly .",
474,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , nameVariable is an indian place and expensive in riverside , it has a mediocre rating , you know friend and it is kid friendly near nearVariable !","nameVariable is a indian place , expensive near nearVariable and kid friendly in riverside , it is a pub , you know and it has a mediocre rating pal !",
475,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . yeah , nameVariable is somewhat quite moderately priced near nearVariable and an italian restaurant in city centre with a decent rating , also nameVariable is n't kid friendly , and it 's a pub , okay ?","let 's see what we can find on nameVariable . right , it is a pub with a decent rating , also it is an italian restaurant in city centre near nearVariable and moderately priced , also it is n't somewhat family friendly , you know , alright ?",
476,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is an italian place with a decent rating , it is a pub and nameVariable is n't damn family friendly . nameVariable is moderately priced near nearVariable . nameVariable is in city centre .","oh , i mean , i thought everybody knew that nameVariable is moderately priced with a decent rating . it is a italian place . it is a city centre . it is a nearVariable . it is a pub . it is n't kid friendly .",
477,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well it is n't family friendly with a decent rating , also it is an italian restaurant near nearVariable in city centre and moderately priced , and nameVariable is a pub .","you want to know more about nameVariable ? well , i see it is n't family friendly with a decent rating , it is a italian restaurant in city centre near nearVariable and moderately priced and it is a pub .",
478,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , err ... i am not sure . nameVariable is n't family friendly , also the rating is damn decent , it is a pub , it is in city centre , also nameVariable is moderately priced and an italian place , and it is near nearVariable .","oh gosh i do n't know . nameVariable is a pub with a decent rating , also it is an italian place in city centre , also it is damn moderately priced near nearVariable , also it is n't kid friendly !",
